,Subject,Treatment,Sex,Gonad,Estrus,Scorer,SniffAnoDur,SniffHeadDur,DigDur,ActiveHDur,InactiveDur,GroomDur,AvoidDur,SubDur,DefenseDur,OpenAggDur,RitAggDur,ActiveVDur,ApproachDur,StereoDur,DomDur,SniffBodyDur,InactiveTogetherDur,FollowDur,StretchEv,SniffAnoEv,SniffHeadEv,DigEv,ActiveHEv,InactiveEv,GroomEv,AvoidEv,AttackDelEv,SubEv,AttackRecEv,DefenseEv,OpenAggEv,RitAggEv,ActiveVEv,ApproachEv,StereoEv,DomEv,SniffBodyEv,InactiveTogetherEv,FollowEv,TotalActivityOccur,TotalActivityDuration,TotalSocialOccur,TotalSocialDuration,AgonisticDeliveredOccur,AgonisticDeliveredDuration,AgonisticReceivedOccur,AgonisticReceivedDuration,AgonisticTotalOccur,AgonisticTotalDuration,DominanceScoreOccur,DominanceScoreDuration,SocialInvestigationOccur,SocialInvestigationDuration,NonSocialOccur,NonSocialDuration,NonSocialLocomotorOccur,NonSocialLocomotorDuration,InactiveNonSocialOccur,InactiveNonSocialDuration,TransTotalActivityDur,TransTotalAgonisticDur,TransAgonisticDeliveredDur,TransAgonisticDeliveredFreq,TransAgonisticReceivedDur,TransAgonisticReceivedFreq,TransNonSocialDur,TransNonSocialFreq,TransActiveNonSocialDur,TransActiveNonSocialFreq,TransInactiveNonSocialDur,TransInactiveNonSocialFreq,TransRitualizedAggressionDur,TransRitualizedAggressionFreq,TransAttacksReceived,TransDominanceDur,TransDominanceFreq,TransFollowDur,TransFollowFreq,TransSubmissiveDur,TransSubmissiveFreq,TransAnogenitalDur,TransAnogenitalFreq,TransSocialInactiveDur,TransSocialInactiveFreq,TransDigDur,TransDigFreq,TransInactiveDur,TransInactiveFreq,TransGroomDur,TransGroomFreq
153, E50-06M,T,M,PRE,NA, Colin,63780,83126,24078,67814,5774,15891,0,38638,0,0,2223,214194,0,339,142249,131942,109664,288,0,37,43,9,67,2,7,0,9,17,0,0,0,2,74,0,1,36,85,4,1,381,768671,234,571910,46,142537,17,38638,63,181175,29,103899,165,278848,160,328090,150,306086,9,21665,876.739414,12.10722421,377.5420506,3.850147602,196.5680544,4.242640687,572.7922835,12.68857754,553.2512991,12.28820573,9.983499491,2.302585093,7.707062655,1.098612289,0,377.1604433,3.610917913,17,0.693147181,196.5680544,4.242640687,11.06321062,3.63758616,11.60518554,1.609437912,10.08909537,2.302585093,8.661293535,1.098612289,9.673571117,2.079441542
154, E50-07M,T,M,PRE,NA, Colin,145262,51200,0,80126,880,21482,0,93742,0,0,9742,88269,0,0,160999,236535,0,11763,0,99,31,0,78,1,14,0,2,36,0,0,0,3,49,0,0,59,176,0,16,549,877638,422,709243,77,172762,36,93742,113,266504,41,79020,306,432997,142,190757,127,168395,15,22362,936.8238895,12.49314828,415.6476874,4.356708827,306.1747867,6.08276253,436.7585145,11.95826074,410.3608168,11.3137085,10.01516309,2.772588722,9.184304357,1.386294361,0,401.248053,4.094344562,108.4619749,2.833213344,306.1747867,6.08276253,11.88630117,4.605170186,0,0,0,0,6.781057626,0.693147181,9.975017204,2.708050201
155, E53-01F,T,F,PRE,NA, Colin,152731,64720,11610,138255,1712,41741,0,71308,0,0,0,194857,0,0,5436,186821,24904,5905,0,82,32,7,129,1,23,0,0,18,1,0,0,0,84,0,0,2,100,1,11,466,831643,247,511825,13,11341,19,71308,32,82649,-6,-59967,214,404272,244,388175,220,344722,24,43453,911.9451738,11.3223701,106.4988263,2.63905733,267.0374506,4.472135955,623.0377196,15.65247584,587.1311608,14.86606875,10.67945819,3.218875825,0,0,0.693147181,73.73601562,1.098612289,76.85050423,2.48490665,267.0374506,4.358898944,11.93644003,4.418840608,10.12282387,0.693147181,9.359708204,2.079441542,7.446001498,0.693147181,10.6392631,3.17805383
156, E51-06M,T,M,PRE,NA, Colin,147221,79982,7501,97250,0,17384,0,12162,0,0,1934,296807,0,0,62171,176552,0,1036,0,81,61,6,101,0,9,0,0,12,1,0,0,3,101,0,0,23,137,0,3,529,882616,321,481058,26,63207,13,12162,39,75369,13,51045,279,403755,217,418942,208,401558,9,17384,939.4769822,11.2301646,251.4120124,3.295836866,110.2859919,3.741657387,647.2580629,14.76482306,633.6868312,14.45683229,9.763363044,2.302585093,7.567862605,1.386294361,0.693147181,249.3431371,3.17805383,32.20248438,1.386294361,110.2859919,3.605551275,11.89969693,4.406719247,0,0,8.922924931,1.945910149,0,0,9.763363044,2.302585093
157, E51-08M,T,M,PRE,NA, Colin,145253,96416,13884,83356,1157,15926,1455,50693,0,0,0,261611,0,0,3384,216581,0,10284,0,99,58,7,102,2,5,1,0,24,1,0,0,0,96,0,0,4,152,0,16,560,882917,355,524066,20,13668,26,52148,46,65816,-6,-38480,309,458250,212,375934,205,358851,7,17083,939.637164,11.09463344,116.9144987,3.044522438,228.3615554,5.196152423,613.1353847,14.59451952,599.0425694,14.35270009,9.745897632,2.079441542,0,0,0.693147181,58.18075283,1.609437912,101.414989,2.833213344,225.1532811,5,11.88623921,4.605170186,0,0,9.5385644,2.079441542,7.054449658,1.098612289,9.675771061,1.791759469
158, E52-02F,T,F,PRE,NA, Colin,191523,48634,0,104318,0,18004,1079,125996,0,0,0,107136,0,566,19243,280133,1400,1968,0,144,44,0,130,0,5,2,0,80,0,0,0,0,69,0,1,7,-999,1,4,690,880596,491,669976,11,21211,82,127075,93,148286,-71,-105864,397,520290,205,230024,199,211454,5,18004,938.4013001,11.90690486,145.6434001,2.48490665,356.4772082,9.110433579,479.6092159,14.35270009,459.8423643,14.14213562,9.798404776,1.791759469,0,0,0,138.7227451,2.079441542,44.37341546,1.609437912,354.9605612,9,12.16276841,4.976733742,7.244941546,0.693147181,0,0,0,0,9.798404776,1.791759469
159, E52-03M,T,M,PRE,NA, Colin,91912,88803,0,109225,3384,24946,0,17008,0,0,6358,113464,0,0,323404,118908,0,2588,0,50,43,0,68,1,10,0,62,7,0,0,0,4,36,0,0,41,79,0,4,394,871670,290,648981,107,325992,7,17008,114,343000,-999,-999,172,299623,115,251019,104,222689,11,28330,933.6332256,12.74548864,570.9579669,4.682131227,130.418557,2.828427125,501.0189617,10.77032961,471.9004132,10.24695077,10.25171189,2.48490665,8.757626411,1.609437912,0,568.6870844,3.737669618,50.88221693,1.609437912,130.418557,2.828427125,11.42859776,3.931825633,0,0,0,0,8.127109185,0.693147181,10.12450885,2.397895273
160, E53-01F,T,F,PRE,NA, Colin,353770,37193,5999,79315,0,3868,0,13541,0,0,0,113435,0,0,34036,234265,0,24578,0,166,20,3,91,0,4,0,0,11,0,0,0,0,55,0,0,12,174,0,37,569,896132,420,697383,49,58614,11,13541,60,72155,38,45073,360,625228,153,202617,149,198749,4,3868,946.6430161,11.18658572,242.105349,3.912023005,116.3700993,3.464101615,450.131092,12.40967365,445.8138625,12.24744871,8.260751355,1.609437912,0,0,0,184.4911922,2.564949357,156.7769116,3.63758616,116.3700993,3.464101615,12.77640509,5.117993812,0,0,8.699514748,1.386294361,0,0,8.260751355,1.609437912
161, E53-02F,T,F,PRE,NA, Colin,202398,18663,3587,144175,18146,90340,0,24639,0,0,0,136297,0,0,823,184230,6405,70297,0,117,14,2,142,13,16,0,0,10,0,0,0,0,148,0,0,3,130,4,119,685,785109,397,507455,122,71120,10,24639,132,95759,-999,46481,261,405291,321,392545,292,284059,29,108486,886.0643318,11.46960034,266.6852077,4.812184355,156.971335,3.31662479,626.5349152,17.94435844,532.9727948,17.11724277,11.59438563,3.401197382,0,0,0,28.70540019,1.386294361,265.1377001,4.787491743,156.971335,3.31662479,12.21799628,4.770684624,8.76499033,1.609437912,8.185350223,1.098612289,9.806260537,2.63905733,11.41134668,2.833213344
162, E53-07M,T,M,PRE,NA, Colin,233711,21085,0,158903,2026,21947,5820,114600,513,0,0,80803,0,0,936,231616,7392,20648,0,155,15,0,160,1,14,5,0,57,0,1,0,0,63,0,0,1,159,5,30,646,868635,428,636321,31,21584,63,120933,94,142517,-32,-99349,329,486412,238,263679,223,239706,15,23973,932.0064377,11.86722359,146.9183447,3.465735903,347.7556613,8,513.4978091,15.45962483,489.5988154,14.96662955,10.08472519,2.772588722,0,0,0,30.61045573,0.693147181,143.6975991,3.433987204,338.5276946,7.615773106,12.36184487,5.049856007,8.908288886,1.791759469,0,0,7.614312146,0.693147181,9.996431298,2.708050201
163, E53-08M,T,M,PRE,NA, Colin,175837,41938,1226,192808,1715,14247,3385,42303,0,0,0,241946,0,0,10790,166225,0,7580,0,99,19,1,181,2,7,3,0,16,0,0,0,0,143,0,0,3,117,0,12,594,884038,269,448058,15,18370,19,45688,34,64058,-4,-27318,235,384000,334,451942,325,435980,9,15962,940.2334816,11.06755981,135.5396621,2.772588722,213.7498538,4.472135955,672.26706,18.30300522,660.2885733,18.05547009,9.678028823,2.302585093,0,0,0,103.8797382,1.386294361,87.0689382,2.564949357,205.6793621,4.123105626,12.0773184,4.605170186,0,0,7.112327445,0.693147181,7.44775128,1.098612289,9.564371825,2.079441542
164, E8-03F,C,F,PRE,NA, Colin,172037,22659,41131,224275,0,40142,0,583,0,0,0,85352,1237,128390,680,174422,0,9092,7,63,16,11,109,0,12,0,0,1,0,0,0,0,48,2,10,1,76,0,10,354,859858,176,380710,11,9772,1,583,12,10355,10,9189,164,370355,190,519290,168,350758,12,40142,927.2858243,9.245321341,98.85848471,2.48490665,24.16609195,1.414213562,720.6184844,13.82027496,592.249103,13,10.60020336,2.564949357,0,0,0,26.0959767,0.693147181,95.35722311,2.397895273,24.16609195,1.414213562,12.05547066,4.158883083,0,0,10.62454169,2.48490665,0,0,10.60020336,2.564949357
165, E8-05Fb,C,F,PRE,NA, Colin,354533,55772,0,97825,0,23389,0,20681,0,0,0,51341,0,0,7062,281978,0,7419,0,106,47,0,80,0,9,0,1,9,9,0,0,0,42,0,0,2,143,0,11,450,876611,328,727445,14,14481,18,20681,32,35162,-4,-6200,296,692283,131,172555,122,149166,9,23389,936.2756005,10.46774967,120.3411816,2.708050201,143.8123778,4.358898944,415.3986038,11.48912529,386.2214391,11.09053651,10.06006386,2.302585093,0,0,2.302585093,84.04165634,1.098612289,86.13942187,2.48490665,143.8123778,3.16227766,12.77855953,4.672828834,0,0,0,0,0,0,10.06006386,2.302585093
166, E8-07Mb,C,M,PRE,NA, Colin,211388,92226,0,140545,0,11505,0,12801,120,0,6419,136076,0,0,58087,214203,0,16630,1,89,50,0,130,0,4,0,0,7,0,1,0,2,76,0,0,6,120,0,19,501,888495,295,611874,25,74717,8,12921,33,87638,17,61796,260,517817,210,288126,206,276621,4,11505,942.6006578,11.38098138,273.3459347,3.258096538,113.6749753,3,536.7746268,14.52583905,525.9486667,14.38749457,9.350623917,1.609437912,8.767173397,1.098612289,0,241.0145224,1.945910149,128.9612345,2.995732274,113.1459235,2.828427125,12.26145532,4.49980967,0,0,0,0,0,0,9.350623917,1.609437912
167, E8-14M,C,M,PRE,NA, Colin,187354,87469,2200,137719,0,9399,0,4745,0,0,0,228350,0,0,8931,228324,0,5509,1,60,32,1,108,0,8,0,0,4,0,0,0,0,78,0,0,1,83,0,5,373,890601,186,522332,6,14440,4,4745,10,19185,2,9695,176,503147,195,377668,187,368269,8,9399,943.7171186,9.861936125,120.1707119,1.945910149,68.8912186,2.236067977,614.5478012,14,606.8525356,13.7113092,9.148464968,2.197224577,0,0,0,94.50925881,0.693147181,74.22937424,1.791759469,68.8912186,2.236067977,12.14076049,4.110873864,0,0,7.696667082,0.693147181,0,0,9.148464968,2.197224577
168, E9-01Mb,C,M,PRE,NA, Colin,131357,41994,2072,231104,39535,61685,0,21285,0,0,0,224028,0,0,0,127847,3359,15734,18,62,26,1,158,24,13,0,0,7,0,0,0,0,86,0,0,0,66,3,14,438,795421,196,341576,14,15734,7,21285,21,37019,7,-5551,172,301198,282,558424,245,457204,37,101220,891.8643395,10.51921359,125.4392283,2.708050201,145.8972241,2.828427125,747.2783952,16.82260384,676.1693575,15.68438714,11.52506152,3.63758616,0,0,0,1,0,125.4392283,2.708050201,145.8972241,2.828427125,11.7856817,4.143134726,8.119696253,1.386294361,7.636752112,0.693147181,10.58496693,3.218875825,11.02981228,2.63905733
169, E9-04M,C,M,PRE,NA, Colin,227867,89015,0,125279,0,26118,0,25234,0,0,5281,162854,401,0,0,224821,1840,11290,2,83,38,0,104,0,12,0,0,4,1,0,0,2,90,1,0,0,93,1,10,428,872042,235,585749,10,11290,5,25234,15,36524,5,-13944,217,542104,206,314251,194,288133,12,26118,933.8324261,10.50575224,106.2591173,2.397895273,158.8552801,2.449489743,560.5818406,14.38749457,536.7811472,13.96424004,10.1704183,2.564949357,8.572060093,1.098612289,0.693147181,1,0,106.2591173,2.397895273,158.8552801,2.236067977,12.33652179,4.430816799,7.518064181,0.693147181,0,0,0,0,10.1704183,2.564949357
170, E9-05F,C,F,PRE,NA, Colin,141689,83571,0,57000,0,31054,0,240518,0,0,0,40664,0,0,31267,259228,1721,13288,0,59,47,0,39,0,10,0,0,30,0,0,0,0,21,0,0,4,99,2,11,310,867225,252,771282,15,44555,30,240518,45,285073,-15,-195963,205,484488,70,128718,60,97664,10,31054,931.249698,12.56050407,211.0829221,2.772588722,490.4273647,5.567764363,358.7743023,8.426149773,312.5139997,7.810249676,10.3435151,2.397895273,0,0,0,176.8275997,1.609437912,115.277925,2.48490665,490.4273647,5.567764363,11.86139685,4.094344562,7.451241685,1.098612289,0,0,0,0,10.3435151,2.397895273
171, E9-09M,C,M,PRE,NA, Colin,233159,79308,3276,241529,3130,47183,512,928,210,0,0,109714,0,0,10527,144014,0,26510,11,114,36,2,160,1,25,1,0,1,0,1,0,0,64,0,0,2,105,0,33,530,849687,304,495168,35,37037,3,1650,38,38687,32,35387,266,456481,252,404832,226,354519,26,50313,921.7852244,10.56328475,192.4525916,3.583518938,40.63249931,2,636.2648819,15.90597372,595.4158211,15.06651917,10.82603865,3.295836866,0,0,0,102.6060427,1.098612289,162.8219887,3.526360525,30.47950131,1.414213562,12.35948019,4.744932128,0,0,8.094683649,1.098612289,8.049107721,0.693147181,10.76181013,3.258096538
