"","Subject","Treatment","Sex","Gonad","Scorer","SniffAnoDur","SniffHeadDur","DigDur","ActiveHDur","InactiveDur","GroomDur","AvoidDur","SubDur","DefenseDur","OpenAggDur","RitAggDur","ActiveVDur","ApproachDur","StereoDur","DomDur","SniffBodyDur","InactiveTogetherDur","FollowDur","StretchEv","SniffAnoEv","SniffHeadEv","DigEv","ActiveHEv","InactiveEv","GroomEv","AvoidEv","AttackDelEv","SubEv","AttackRecEv","DefenseEv","OpenAggEv","RitAggEv","ActiveVEv","ApproachEv","StereoEv","DomEv","SniffBodyEv","InactiveTogetherEv","FollowEv","TotalActivityOccur","TotalActivityDuration","TotalSocialOccur","TotalSocialDuration","AgonisticDeliveredOccur","AgonisticDeliveredDuration","AgonisticReceivedOccur","AgonisticReceivedDuration","AgonisticTotalOccur","AgonisticTotalDuration","DominanceScoreOccur","DominanceScoreDuration","SocialInvestigationOccur","SocialInvestigationDuration","NonSocialOccur","NonSocialDuration","NonSocialLocomotorOccur","NonSocialLocomotorDuration","InactiveNonSocialOccur","InactiveNonSocialDuration"
"361"," E39-02F","T","F","GDX"," Colin",92623,268160,5413,226133,0,251547,0,21484,0,0,0,147594,0,2521,270904,435043,77957,621,0,59,94,3,216,0,51,0,0,10,0,0,0,0,57,0,1,37,188,18,1,666,1470496,407,1166792,38,271525,10,21484,48,293009,28,250041,341,795826,328,633208,276,379140,51,251547
"362"," E39-03F","T","F","GDX"," Colin",128962,244999,0,120272,0,133536,0,467660,0,0,612,43363,0,0,202525,338202,119027,842,0,81,83,0,136,0,24,0,1,66,0,0,0,1,22,0,0,43,189,21,1,623,1547437,486,1502829,45,203367,66,467660,111,671027,-21,-264293,353,712163,182,297171,158,163635,24,133536
"363"," E39-04F","T","F","GDX"," Colin",154674,250514,0,186326,7013,160185,0,91909,0,0,2450,194541,0,0,84347,414599,249830,3612,0,93,102,0,203,6,49,0,0,13,0,0,0,1,80,0,0,30,192,33,5,719,1382972,469,1251935,35,87959,13,91909,48,179868,22,-3950,387,819787,338,548065,283,380867,55,167198
"364"," E39-05M","T","M","SHAM"," Colin",44116,330988,0,260828,4004,396901,0,1019,0,4883,122960,334428,0,0,66699,223196,4520,5458,1,29,162,0,293,4,117,0,102,1,0,0,3,37,172,0,0,31,150,3,6,987,1394575,525,803839,139,72157,1,1019,140,73176,138,71138,342,598300,586,996161,465,595256,121,400905
"365"," E39-06M","T","M","REP"," Colin",217300,175478,9095,223394,16521,293216,0,38416,1310,0,0,301138,0,0,176888,264623,54109,28512,0,112,81,2,240,9,69,0,0,14,0,1,0,0,105,0,0,20,170,10,24,769,1436154,432,956636,44,205400,15,39726,59,245126,29,165674,363,657401,425,843364,347,533627,78,309737
"366"," E40-01F","T","F","REP"," Colin",79800,259356,0,175501,0,259737,498,51095,0,0,9486,130674,0,0,433795,345439,43131,11488,0,51,89,0,137,0,56,1,0,6,0,0,0,4,62,0,0,56,162,10,12,580,1497132,391,1234088,68,445283,7,51593,75,496876,61,393690,302,684595,255,565912,199,306175,56,259737
"367"," E40-02F","T","F","SHAM"," Colin",138522,288046,0,139469,0,190867,0,269991,0,0,0,73984,0,0,18060,441871,225845,13345,0,98,142,0,165,0,50,0,0,41,0,0,0,0,23,0,0,7,243,34,17,736,1383288,582,1395680,24,31405,41,269991,65,301396,-17,-238586,483,868439,238,404320,188,213453,50,190867
"368"," E40-03F","T","F","SHAM"," Colin",97701,461038,0,101454,0,93886,0,112200,0,0,0,53280,963,24,147603,561773,163626,6452,0,66,160,0,131,0,19,0,1,44,0,0,0,0,26,1,1,50,253,43,11,744,1542488,629,1551356,62,154055,44,112200,106,266255,18,41855,480,1121475,177,248644,157,154734,19,93886
"369"," E4-01","C","F","GDX"," Colin",181176,334434,0,203218,16357,65501,0,308151,0,0,0,62731,0,0,153289,421498,49456,4189,0,66,100,0,164,10,21,0,0,46,0,0,0,0,36,0,0,26,172,11,4,614,1668686,425,1452193,30,157478,46,308151,76,465629,-16,-150673,338,937108,231,347807,200,265949,31,81858
"370"," E4-03","C","F","SHAM"," Colin",65458,55613,0,125968,0,211763,0,727436,0,0,0,196039,0,0,45524,295571,74805,1823,0,40,20,0,104,0,26,0,0,32,0,0,0,0,71,0,0,9,100,14,3,379,1513432,218,1266230,12,47347,32,727436,44,774783,-20,-680089,160,416642,201,533770,175,322007,26,211763
"371"," E4-05","C","F","REP"," Colin",64311,129858,24701,209010,0,156681,0,631041,0,0,8375,118292,0,0,50313,400842,6576,0,1,39,45,7,148,0,36,0,0,38,0,0,0,5,68,0,0,12,138,2,0,501,1636743,280,1291316,12,50313,38,631041,50,681354,-26,-580728,223,595011,259,508684,223,352003,36,156681
"372"," E4-07","C","M","SHAM"," Colin",97715,180592,0,163250,42929,254371,0,13400,1152,0,41980,218278,0,0,293920,272386,218235,1792,0,36,46,0,116,10,37,0,14,4,0,1,0,3,61,0,0,22,89,14,1,393,1284465,230,1121172,37,295712,5,14552,42,310264,32,281160,171,550693,224,678828,177,381528,47,297300
"373"," E4-08","C","M","GDX"," Colin",208694,193472,0,173493,84162,244470,0,34007,0,0,0,100649,0,0,151644,474399,133794,1216,0,76,49,0,130,12,47,0,0,4,0,0,0,0,52,0,0,25,138,11,2,476,1337574,305,1197226,27,152860,4,34007,31,186867,23,118853,263,876565,241,602774,182,274142,59,328632
"374"," E41-01F","T","F","GDX"," Colin",136055,160442,6114,195253,0,307590,0,19427,0,0,10298,151014,0,0,451283,327400,23409,11715,0,58,54,1,155,0,46,0,0,8,0,0,0,3,40,0,0,59,147,11,13,538,1469001,353,1140029,72,462998,8,19427,80,482425,64,443571,259,623897,242,659971,196,352381,46,307590
"375"," E41-02F","T","F","REP"," Colin",106681,219318,828,213513,0,222740,0,167066,0,0,0,212764,0,0,229460,332896,80371,14363,0,53,72,1,178,0,66,0,0,22,0,0,0,0,71,0,0,28,117,25,13,555,1496889,330,1150155,41,243823,22,167066,63,410889,19,76757,242,658895,316,649845,250,427105,66,222740
"376"," E41-03F","T","F","REP"," Colin",152674,139661,0,104984,20589,209213,2557,505294,0,0,0,49777,0,0,26224,393003,184613,11411,0,92,54,0,99,3,43,1,0,33,0,0,0,0,15,0,0,7,162,32,14,477,1385585,395,1415437,21,37635,34,507851,55,545486,-13,-470216,308,685338,160,384563,114,154761,46,229802
"377"," E41-04M","T","M","GDX"," Colin",119941,151943,598,139325,92037,185446,0,431038,0,0,0,16286,0,0,108168,262756,278901,13561,0,79,60,1,123,25,38,0,0,48,0,0,0,0,10,0,0,10,130,64,12,473,1243616,403,1366308,22,121729,48,431038,70,552767,-26,-309309,269,534640,197,433692,134,156209,63,277483
"378"," E41-05M","T","M","GDX"," Colin",103153,32339,0,107044,106032,256859,0,248337,0,0,0,86930,0,0,116613,151247,588729,2717,1,33,15,0,84,29,38,0,0,15,0,0,0,0,27,0,0,7,61,24,3,246,848380,159,1243135,10,119330,15,248337,25,367667,-5,-129007,110,286739,178,556865,111,193974,67,362891
"379"," E42-01F","T","F","SHAM"," Colin",287123,79963,0,49581,8410,159662,0,215699,0,0,0,16317,0,0,171646,382967,409656,18976,0,126,50,0,65,4,16,0,0,26,0,0,0,0,9,0,0,26,158,57,32,492,1222272,475,1566030,58,190622,26,215699,84,406321,32,-25077,334,750053,94,233970,74,65898,20,168072
"380"," E42-02F","T","F","REP"," ",32408,47736,2220,138421,9334,634927,0,142183,0,0,0,200059,0,0,259329,115238,211825,6320,0,22,15,1,86,6,51,0,0,10,0,0,0,0,35,0,0,12,43,21,5,229,943914,128,815039,17,265649,10,142183,27,407832,7,123466,80,195382,179,984961,122,340700,57,644261
"381"," E42-04M","T","M","REP"," Colin",278549,134692,0,172292,3026,152607,0,53920,0,0,594,110513,0,0,161872,427388,291201,13346,0,158,66,0,185,4,42,0,0,7,0,0,0,1,40,0,0,30,193,34,17,697,1353166,506,1361562,47,175218,7,53920,54,229138,40,121298,417,840629,271,438438,225,282805,46,155633
"382"," E42-06M","T","M","GDX"," Colin",94073,83088,0,138875,111923,169020,369,442428,0,0,0,109862,380,0,90025,189343,357503,13111,0,51,38,0,120,19,51,1,0,53,0,0,0,0,43,1,0,13,109,64,9,438,1161554,339,1270320,22,103136,54,442797,76,545933,-32,-339661,199,366884,233,529680,163,248737,70,280943
"383"," E43-01M","T","M","REP"," Colin",141628,221653,2568,183659,16779,254842,0,27850,0,0,0,155808,0,0,383077,214084,195748,2304,0,58,59,1,151,8,60,0,1,8,0,0,0,0,50,0,0,42,111,28,1,482,1332631,308,1186344,44,385381,8,27850,52,413231,36,357531,228,577365,270,613656,202,342035,68,271621
"384"," E43-03M","T","M","SHAM"," Colin",65321,242367,7275,126031,399386,268617,0,51591,0,0,65103,140626,0,0,82898,182469,159827,8489,0,39,75,4,110,19,70,0,53,9,0,0,0,10,60,0,0,32,110,21,7,509,972170,356,858065,92,91387,9,51591,101,142978,83,39796,224,490157,263,941935,174,273932,89,668003
"385"," E43-04M","T","M","REP"," Colin",71902,172508,1801,179536,30179,274927,2291,177492,0,0,136027,171969,0,0,16491,285984,277047,1846,1,29,64,1,118,9,57,1,91,22,0,0,0,17,51,0,0,8,92,24,1,496,1217847,350,1141588,100,18337,23,179783,123,198120,77,-161446,186,530394,236,658412,170,353306,66,305106
"386"," E43-05M","T","M","SHAM"," Colin",20512,252638,79694,193421,0,498221,0,47615,0,0,74624,292664,0,0,114467,192908,32468,768,0,17,91,32,182,0,118,0,40,2,0,0,0,13,104,0,0,31,111,7,1,624,1269311,313,736000,72,115235,2,47615,74,162850,70,67620,219,466058,436,1064000,318,565779,118,498221
"387"," E43-06F","T","F","GDX"," Colin",131176,190455,0,155962,28159,283695,6720,156711,0,0,0,82879,0,0,111122,500939,148786,3396,2,91,100,0,178,5,78,2,0,26,0,0,0,0,35,0,0,25,242,16,3,704,1339360,507,1249305,28,114518,28,163431,56,277949,0,-48913,435,822570,296,550695,213,238841,83,311854
"388"," E44-03F","C","F","SHAM"," Colin",108738,188235,5414,166316,39371,320123,424,38377,0,0,0,165711,0,0,269161,390948,87370,18404,0,58,86,1,171,29,54,1,0,6,0,0,0,0,78,0,0,45,173,29,13,632,1351728,411,1101657,58,287565,7,38801,65,326366,51,248764,317,687921,333,696935,250,337441,83,359494
"389"," E44-04M","C","M","GDX"," Colin",197372,249292,0,175364,36324,103276,0,42906,0,0,3761,135363,0,0,308869,470250,65363,10809,0,135,98,0,177,12,46,0,0,8,0,0,0,1,61,0,0,39,220,22,16,755,1593986,539,1348622,55,319678,8,42906,63,362584,47,276772,453,916914,296,450327,238,310727,58,139600
"390"," E44-05M","C","M","GDX"," Colin",62545,55460,388,191089,269301,339053,0,83247,0,0,0,63277,0,0,23103,197647,507058,7832,1,32,27,1,102,48,44,0,0,16,0,0,0,0,23,0,0,3,73,45,3,281,684588,200,936892,6,30935,16,83247,22,114182,-10,-52312,133,315652,218,863108,126,254754,92,608354
"391"," E44-06M","C","M","REP"," Colin",156970,113677,20738,173689,4205,140870,0,70345,0,0,2889,208772,0,0,468551,315935,118430,2985,0,80,46,8,161,5,33,0,0,4,0,0,0,1,86,0,0,34,150,25,4,574,1534551,344,1249782,38,471536,4,70345,42,541881,34,401191,276,586582,293,548274,255,403199,38,145075
"392"," E44-07M","C","M","SHAM"," Colin",87491,498673,0,124745,896,479225,0,1098,0,0,48402,128396,0,438,52535,341235,31262,5604,0,39,102,0,127,1,39,0,39,1,1,0,0,12,51,0,1,7,141,7,4,525,1288617,353,1066300,50,58139,2,1098,52,59237,48,57041,282,927399,219,733700,178,253141,40,480121
"393"," E44-08M","C","M","SHAM"," Colin",76668,274045,8184,205532,0,166160,0,0,0,0,0,402027,0,0,305820,340352,14279,2990,0,50,92,3,210,0,47,0,0,0,0,0,0,0,135,0,0,62,164,5,3,719,1615618,376,1014154,65,308810,0,0,65,308810,65,308810,306,691065,395,781903,348,615743,47,166160
"394"," E45-03M","C","M","SHAM"," Colin",69048,115193,0,162765,79680,266140,0,61843,0,0,0,109879,0,0,356663,269672,297613,9707,1,44,55,0,155,12,49,0,0,13,0,0,0,0,56,0,0,42,127,50,9,502,1154770,341,1179739,51,366370,13,61843,64,428213,38,304527,227,453913,272,618464,211,272644,61,345820
"395"," E45-05M","C","M","REP"," Colin",12014,479878,0,237063,2497,47979,0,2499,0,12236,40774,563730,1391,0,54317,312661,31942,1019,2,11,122,0,212,1,20,0,42,1,0,0,6,19,150,1,0,16,125,8,1,708,1717582,354,948731,59,55336,1,2499,60,57835,58,52837,261,805944,383,851269,362,800793,21,50476
"396"," E45-06M","C","M","SHAM"," Colin",74467,480770,0,141098,6717,160901,0,45945,0,0,48775,94294,0,0,299249,384179,55319,7224,0,40,105,0,104,3,24,0,65,5,1,0,0,22,43,0,0,34,126,19,3,548,1576001,420,1395928,102,306473,6,45945,108,352418,96,260528,271,939416,174,403010,147,235392,27,167618
"397"," E45-07M","C","M","SHAM"," Colin",117435,260585,4029,197798,13869,126365,0,20723,0,0,60466,103605,0,0,288166,465371,135667,5921,1,75,116,2,177,2,41,0,55,2,0,0,0,14,59,0,0,95,236,14,10,842,1524099,618,1354334,160,294087,2,20723,162,314810,158,273364,428,843391,281,445666,238,305432,43,140234
"398"," E45-08M","C","M","GDX"," Colin",223437,167197,0,171948,10167,80850,0,98893,0,0,0,121512,0,0,277688,433105,182010,33193,0,113,78,0,185,6,32,0,0,21,0,0,0,0,48,0,0,71,222,47,33,771,1526973,585,1415523,104,310881,21,98893,125,409774,83,211988,413,823739,271,384477,233,293460,38,91017
"399"," E46-01F","C","F","SHAM"," Colin",27825,324223,0,141408,166497,175753,0,62326,0,0,0,282098,0,0,200696,300386,111435,7353,0,27,149,0,144,30,40,0,0,9,0,0,0,0,66,0,0,34,183,26,7,619,1346315,435,1034244,41,208049,9,62326,50,270375,32,145723,359,652434,280,765756,210,423506,70,342250
"400"," E46-02F","C","F","GDX"," Colin",151716,188955,0,99851,11175,177371,0,50787,0,0,1824,189550,0,1455,421122,403757,85817,16620,0,89,66,0,126,4,42,0,0,17,0,0,0,1,44,0,1,47,174,15,20,585,1525637,429,1320598,67,437742,17,50787,84,488529,50,386955,329,744428,217,479402,170,289401,46,188546
"401"," E46-03F","C","F","REP"," Colin",182129,228076,0,71803,405,19572,0,698401,0,0,3378,20967,0,0,28956,392310,140669,13334,0,83,73,0,73,1,10,0,0,41,0,0,0,1,6,0,0,6,158,21,21,462,1639354,404,1687253,27,42290,41,698401,68,740691,-14,-656111,314,802515,90,112747,79,92770,11,19977
"402"," E46-04F","C","F","REP"," Colin",186437,134610,1753,127685,18632,214968,0,47799,0,0,0,114114,0,0,40754,445736,465044,2468,0,92,67,1,136,8,26,0,0,9,0,0,0,0,41,0,0,10,189,20,3,548,1101356,390,1322848,13,43222,9,47799,22,91021,4,-4577,348,766783,212,477152,178,243552,34,233600
"403"," E46-05F","C","F","SHAM"," Colin",39349,137016,5502,175547,317985,330100,0,58130,0,0,31261,261399,0,0,106301,212308,123855,793,0,18,42,1,171,4,49,0,27,8,0,0,0,9,93,0,0,25,90,18,1,485,1027606,238,709013,53,107094,8,58130,61,165224,45,48964,150,388673,318,1090533,265,442448,53,648085
"404"," E46-06F","C","F","SHAM"," Colin",68260,112121,4424,226698,209166,425817,0,39857,0,0,30782,224881,421,0,122031,170555,160798,2472,0,30,54,3,193,2,59,0,29,7,0,0,0,16,86,1,0,37,95,33,3,554,1002502,305,707297,69,124503,7,39857,76,164360,62,84646,180,351357,343,1090986,282,456003,61,634983
"405"," E46-07F","C","F","REP"," Colin",157231,103473,0,93169,15238,113725,0,419664,0,0,24,60493,0,0,53283,345490,426584,10044,0,75,31,0,94,4,19,0,0,15,0,0,0,1,17,0,0,8,118,26,12,371,1242871,286,1515793,20,63327,15,419664,35,482991,5,-356337,224,606194,134,282625,111,153662,23,128963
"406"," E46-08F","C","F","REP"," Colin",156539,245134,0,95080,66916,169739,0,78287,0,0,0,126674,0,0,41672,713196,96376,10387,0,74,74,0,88,26,34,0,0,9,0,0,0,0,26,0,0,9,159,19,11,450,1466969,355,1341591,20,52059,9,78287,29,130346,11,-26228,307,1114869,174,458409,114,221754,60,236655
"407"," E46-09M","C","M","REP"," Colin",112416,231757,0,255177,13751,316673,0,49426,0,0,9307,188000,0,0,108569,231196,270235,11722,0,45,79,0,176,9,65,0,120,5,0,0,0,5,84,0,0,24,94,16,7,639,1197570,395,1024628,151,120291,5,49426,156,169717,146,70865,218,575369,334,773601,260,443177,74,330424
"408"," E46-10M","C","M","GDX"," Colin",76551,189040,3789,213433,142648,273301,0,84288,0,0,1152,33304,0,0,222426,349929,198626,11513,0,40,66,3,151,38,64,0,0,18,0,0,0,1,14,0,0,16,124,45,5,438,1185425,315,1133525,21,233939,18,84288,39,318227,3,149651,230,615520,270,666475,168,250526,102,415949
"409"," E47-02F","C","F","SHAM"," Colin",296295,124819,0,128959,19639,70527,0,51245,0,0,0,151681,0,0,201049,665377,71543,17162,1,191,73,0,170,10,29,0,0,7,0,0,0,0,67,0,0,52,292,19,27,880,1636587,662,1427490,79,218211,7,51245,86,269456,72,166966,557,1086491,276,370806,237,280640,39,90166
"410"," E47-04M","C","M","SHAM"," Colin",97575,421582,0,204618,27054,114034,0,14277,0,0,0,202262,0,0,194182,286079,223605,14530,0,64,111,0,172,13,42,0,0,5,0,0,0,0,81,0,0,27,128,50,13,601,1435105,398,1251830,40,208712,5,14277,45,222989,35,194435,303,805236,308,547968,253,406880,55,141088
"411"," E47-05M","C","M","GDX"," Colin",57202,104935,0,95747,93074,330875,0,214850,0,0,0,25199,0,0,969,204277,671490,1382,0,28,20,0,63,15,35,0,0,9,0,0,0,0,9,0,0,1,58,15,2,190,704561,133,1255105,3,2351,9,214850,12,217201,-6,-212499,106,366414,122,544895,72,120946,50,423949
"412"," E48-01F","C","F","SHAM"," Colin",56897,176714,0,181087,116568,261619,0,7182,0,0,0,267941,0,0,136389,330857,258566,4428,0,41,86,0,169,32,54,0,0,4,0,0,0,0,100,0,0,28,151,51,5,584,1161495,366,971033,33,140817,4,7182,37,147999,29,133635,278,564468,355,827215,269,449028,86,378187
"413"," E48-03F","C","F","REP"," Colin",119190,245086,0,125051,16317,219744,0,174670,0,0,0,82859,0,0,219649,466542,117034,13003,1,64,91,0,114,4,29,0,0,6,0,0,0,0,22,0,0,15,171,13,12,496,1446050,373,1355174,27,232652,6,174670,33,407322,21,57982,327,830818,169,443971,136,207910,33,236061
"414"," E48-05F","C","F","SHAM"," Colin",39700,265417,4355,118784,6081,128063,0,8556,0,0,9330,247428,0,0,665083,264598,38956,1774,0,31,105,2,125,5,34,0,0,2,0,0,0,2,70,0,0,82,134,16,4,557,1625025,376,1293414,86,666857,2,8556,88,675413,84,658301,270,569715,236,504711,197,370567,39,134144
"415"," E48-06F","C","F","REP"," Colin",311775,157379,1057,99385,6360,43642,3035,16368,0,0,0,87152,0,0,93699,573528,398769,6597,0,140,70,1,127,3,17,1,0,6,0,0,0,0,38,0,0,23,221,30,10,637,1349975,501,1561150,33,100296,7,19403,40,119699,26,80893,431,1042682,186,237596,166,187594,20,50002
"416"," E48-07M","C","M","GDX"," Colin",198361,308525,0,144671,11621,188012,0,116951,0,0,0,89598,0,0,204695,400553,128805,5801,0,110,80,0,153,6,45,0,0,17,0,0,0,0,51,0,0,27,182,32,7,627,1469155,455,1363691,34,210496,17,116951,51,327447,17,93545,372,907439,255,433902,204,234269,51,199633
"417"," E48-08M","C","M","SHAM"," Colin",125697,150226,0,68862,14906,123616,0,66883,0,0,7751,48492,0,0,131612,350319,704112,7073,0,55,64,0,70,5,26,0,17,9,0,0,0,1,23,0,0,32,114,52,5,390,956915,349,1543673,54,138685,9,66883,63,205568,45,71802,233,626242,124,255876,93,117354,31,138522
"418"," E50-01F","T","F","GDX"," Colin",340382,153520,0,173342,12164,314874,0,12376,0,0,0,60994,0,0,63438,537483,115907,14404,0,179,66,0,186,11,58,0,1,7,0,0,0,0,33,0,0,18,228,35,17,735,1355939,551,1237510,36,77842,7,12376,43,90218,29,65466,473,1031385,288,561374,219,234336,69,327038
"419"," E50-02F","T","F","SHAM"," Colin",47718,377768,0,239096,178913,142525,0,15629,0,0,0,137331,0,0,160180,343478,146848,8845,3,34,167,0,209,66,67,0,0,6,0,0,0,0,70,0,0,28,190,66,6,713,1330045,500,1100466,34,169025,6,15629,40,184654,28,153396,394,768964,412,697865,279,376427,133,321438
"420"," E50-03M","T","M","REP"," Colin",73459,240745,0,185744,7859,175133,0,0,0,0,57479,387945,0,0,254784,168676,230528,16727,1,41,89,0,181,6,36,0,81,0,0,0,0,28,121,0,0,41,97,16,8,688,1385559,402,1042398,130,271511,0,0,130,271511,130,271511,228,482880,344,756681,302,573689,42,182992
"421"," E50-04M","T","M","SHAM"," Colin",103533,202903,0,142329,4062,264496,0,11987,0,7391,31334,251447,0,0,48653,236399,493010,1921,0,42,60,0,148,2,26,0,31,2,0,0,1,11,103,0,0,15,97,17,1,511,1037897,277,1137131,47,50574,2,11987,49,62561,45,38587,199,542835,279,662334,251,393776,28,268558
"422"," E50-05M","T","M","REP"," Colin",13816,284502,49549,230756,16384,465357,0,0,0,6021,57710,478566,0,0,82582,111871,831,981,0,7,82,11,200,5,85,0,39,0,0,0,4,20,139,0,0,17,65,1,1,585,1316354,236,558314,57,83563,0,0,57,83563,57,83563,154,410189,440,1240612,350,758871,90,481741
"423"," E50-06M","T","M","REP"," Colin",385929,176967,0,93206,30335,44104,0,50476,0,0,25524,47762,0,0,273520,476786,177109,17867,0,148,52,0,104,4,17,0,34,10,0,0,0,5,16,0,0,33,171,25,32,605,1548037,510,1584178,99,291387,10,50476,109,341863,89,240911,371,1039682,141,215407,120,140968,21,74439
"424"," E50-07M","T","M","SHAM"," Colin",150052,242341,0,155891,7173,198031,0,201632,0,1671,30979,205398,0,0,119096,336421,146348,4268,0,66,94,0,179,5,52,0,40,12,0,0,1,8,86,0,0,26,152,21,5,669,1447749,425,1232808,71,123364,12,201632,83,324996,59,-78268,312,728814,322,566493,265,361289,57,205204
"425"," E50-08M","T","M","REP"," Colin",155353,235568,0,229324,45006,58009,864,32959,1419,861,63519,415909,0,0,85731,396148,51834,2058,0,56,82,0,222,25,24,1,38,10,0,1,1,10,124,0,0,17,151,21,3,716,1619713,391,1026314,58,87789,12,35242,70,123031,46,52547,289,787069,395,748248,346,645233,49,103015
"426"," E5-04","T","M","REP"," Colin",102203,105844,12160,313353,5370,711081,0,0,0,20292,75679,367339,0,0,10355,76324,0,0,0,21,33,5,203,1,85,0,57,0,0,0,6,15,115,0,0,3,46,0,0,504,1083549,181,390697,60,10355,0,0,60,10355,60,10355,100,284371,409,1409303,323,692852,86,716451
"427"," E5-05","T","F","SHAM"," Colin",236478,165712,37527,194915,9762,453935,0,123186,795,0,0,147497,0,0,44423,344990,38138,2642,0,78,55,7,134,2,47,0,0,17,0,1,0,0,45,0,0,7,121,4,4,469,1298165,287,956364,11,47065,18,123981,29,171046,-7,-76916,254,747180,235,843636,186,379939,49,463697
"428"," E5-07","T","M","GDX"," Colin",84977,180142,0,277708,77464,624594,31795,76144,48680,12901,66087,160002,0,0,2964,153798,2744,0,0,21,38,0,118,19,36,10,1,14,24,14,5,14,64,0,0,2,51,1,0,376,1095198,195,660232,3,2964,62,156619,65,159583,-59,-153655,110,418917,237,1139768,182,437710,55,702058
"429"," E5-08","T","M","REP"," Colin",21542,339429,63709,334285,74216,252438,670,40587,8348,77773,149657,244228,0,0,21164,143636,20722,7596,0,8,87,9,165,13,31,1,74,6,0,1,22,51,88,0,0,6,61,2,4,583,1452624,323,831124,84,28760,8,49605,92,78365,76,-20845,156,504607,306,968876,262,642222,44,326654
"430"," E51-01F","T","F","REP"," Colin",313123,253543,0,121756,2209,36702,0,78709,0,0,0,51457,0,0,131182,497614,291060,18943,0,175,101,0,154,2,8,0,0,29,0,0,0,0,28,0,0,25,252,60,31,795,1466327,673,1584174,56,150125,29,78709,85,228834,27,71416,528,1064280,192,212124,182,173213,10,38911
"431"," E51-02F","T","F","SHAM"," Colin",153325,276264,3372,286727,18088,233978,0,12871,0,0,0,150655,0,117574,78239,366881,89600,11955,0,109,120,1,323,5,90,0,0,12,0,0,0,0,128,0,14,22,215,39,15,959,1457863,532,989135,37,90194,12,12871,49,103065,25,77323,444,796470,561,810394,452,440754,95,252066
"432"," E51-04M","T","M","SHAM"," Colin",77484,197090,5819,226468,103175,228098,0,62613,0,0,25661,468527,0,0,98032,150858,154324,938,0,33,79,4,209,25,62,0,80,5,0,0,0,10,149,0,0,17,80,12,3,669,1313490,319,767000,100,98970,5,62613,105,161583,95,36357,192,425432,449,1032087,362,700814,87,331273
"433"," E51-05M","T","M","SHAM"," Colin",106062,122876,9399,118672,91229,184264,0,44195,0,0,0,310229,0,0,258024,275958,276944,2148,0,59,64,3,127,12,19,0,0,13,0,0,0,0,85,0,0,45,140,44,3,539,1247563,368,1086207,48,260172,13,44195,61,304367,35,215977,263,504896,246,713793,215,438300,31,275493
"434","E51-06M","T","M","SHAM"," Colin",76011,238210,418,111569,3628,72267,722,41021,0,0,0,221274,0,0,197312,278190,552593,6785,0,52,99,1,140,2,31,1,0,2,0,0,0,0,97,0,0,42,158,12,8,600,1171512,374,1390844,50,204097,3,41743,53,245840,47,162354,309,592411,271,409156,238,333261,33,75895
"435"," E51-07M","T","M","REP"," Colin",79031,424015,2440,161210,8472,200452,586,28452,0,9378,33701,254894,0,27,193230,304088,92005,8019,0,46,132,2,188,2,50,1,21,14,0,0,4,15,119,0,1,53,162,30,12,770,1499071,490,1172505,86,201249,15,29038,101,230287,71,172211,340,807134,362,627495,309,418544,52,208924
"436"," E51-08M","T","M","REP"," Colin",129656,349322,0,41160,82350,431367,0,26597,0,0,0,85700,0,0,193620,247140,197514,15574,2,56,77,0,51,14,30,0,0,6,0,0,0,0,23,0,0,24,116,25,19,374,1088769,325,1159423,43,209194,6,26597,49,235791,37,182597,251,726118,118,640577,74,126860,44,513717
"437"," E52-01F","T","F","GDX"," Colin",147195,114494,0,108606,29182,238681,0,4130,0,0,0,186477,0,1286,212174,330303,413627,13845,1,66,61,0,125,14,42,0,0,2,0,0,0,0,57,0,1,34,164,68,19,530,1118510,415,1235768,53,226019,2,4130,55,230149,51,221889,292,591992,239,564232,182,295083,56,267863
"438"," E52-02F","T","F","SHAM"," Colin",180711,224514,0,125360,4363,182498,0,37646,0,0,0,107059,0,0,68147,635632,208911,25159,1,102,93,0,132,5,53,0,0,16,0,0,0,0,49,0,0,17,221,47,22,653,1404228,519,1380720,39,93306,16,37646,55,130952,23,55660,417,1040857,239,419280,181,232419,58,186861
"439"," E51-03F","T","F","REP"," Colin",277306,195567,0,96912,15950,341218,0,7229,0,0,0,63030,0,0,199499,555312,35932,12045,2,91,88,0,105,8,38,0,0,6,0,0,0,0,26,0,0,46,205,14,18,587,1406900,470,1282890,64,211544,6,7229,70,218773,58,204315,386,1028185,177,517110,131,159942,46,357168
"440"," E52-03M","T","M","GDX"," Colin",99747,116304,3441,210484,139474,206970,0,96276,0,0,0,219565,0,0,54007,173381,458260,21452,2,61,37,1,143,26,38,0,0,13,0,0,0,0,68,0,0,8,91,49,9,433,994657,270,1019427,17,75459,13,96276,30,171735,4,-20817,191,389432,276,779934,212,433490,64,346444
"441"," E52-04M","T","M","SHAM"," Colin",104513,103651,0,110572,2187,347638,0,129586,0,0,0,79126,0,0,224782,255822,437154,4969,1,48,53,0,110,2,37,0,4,11,0,0,0,0,29,0,0,36,102,12,5,399,1013021,272,1260477,45,229751,11,129586,56,359337,34,100165,204,463986,178,539523,139,189698,39,349825
