Subject,Treatment,Sex,Gonad,Estrus,Scorer,SniffAnoDur,SniffHeadDur,DigDur,ActiveHDur,InactiveDur,GroomDur,AvoidDur,SubDur,DefenseDur,OpenAggDur,RitAggDur,ActiveVDur,ApproachDur,StereoDur,DomDur,SniffBodyDur,InactiveTogetherDur,FollowDur,StretchEv,SniffAnoEv,SniffHeadEv,DigEv,ActiveHEv,InactiveEv,GroomEv,AvoidEv,AttackDelEv,SubEv,AttackRecEv,DefenseEv,OpenAggEv,RitAggEv,ActiveVEv,ApproachEv,StereoEv,DomEv,SniffBodyEv,InactiveTogetherEv,FollowEv,TotalActivityOccur,TotalActivityDuration,TotalSocialOccur,TotalSocialDuration,AgonisticDeliveredOccur,AgonisticDeliveredDuration,AgonisticReceivedOccur,AgonisticReceivedDuration,AgonisticTotalOccur,AgonisticTotalDuration,DominanceScoreOccur,DominanceScoreDuration,SocialInvestigationOccur,SocialInvestigationDuration,NonSocialOccur,NonSocialDuration,NonSocialLocomotorOccur,NonSocialLocomotorDuration,InactiveNonSocialOccur,InactiveNonSocialDuration,TransTotalActivityDur,TransTotalAgonisticDur,TransAgonisticDeliveredDur,TransAgonisticDeliveredFreq,TransAgonisticReceivedDur,TransAgonisticReceivedFreq,TransNonSocialDur,TransNonSocialFreq,TransActiveNonSocialDur,TransActiveNonSocialFreq,TransInactiveNonSocialDur,TransInactiveNonSocialFreq,TransRitualizedAggressionDur,TransRitualizedAggressionFreq,TransAttacksReceived,TransDominanceDur,TransDominanceFreq,TransFollowDur,TransFollowFreq,TransSubmissiveDur,TransSubmissiveFreq,TransAnogenitalDur,TransAnogenitalFreq,TransSocialInactiveDur,TransSocialInactiveFreq,TransDigDur,TransDigFreq,TransInactiveDur,TransInactiveFreq,TransGroomDur,TransGroomFreq
 E51-06M,T,M,SHAM,NA, Colin,70605,108675,10710,94994,2369,29087,792,39301,1903,4587,24996,218322,0,0,42642,245169,0,5848,0,60,68,6,97,2,21,1,29,13,2,1,2,12,105,0,0,19,129,0,7,551,868544,343,544518,55,48490,17,41996,72,90486,38,6494,257,424449,231,355482,208,324026,23,31456,931.9576171,11.41296147,220.2067211,4.025351691,204.9316959,4.242640687,596.2239512,15.23154621,569.2336954,14.45683229,10.35637681,3.17805383,10.1265111,2.564949357,1.098612289,206.501816,2.995732274,76.47875522,2.079441542,198.2473203,3.741657387,11.16487041,4.110873864,0,0,9.27902653,1.945910149,7.770645234,1.098612289,10.278081,3.091042453
 E51-07M,T,M,REP,NA, Colin,64001,162370,1873,100179,1231,31344,0,47310,2756,0,11629,249287,0,0,6679,208264,7448,5629,0,62,75,1,94,1,16,0,6,19,0,1,0,6,101,0,0,5,135,1,6,511,859977,316,516086,17,12308,20,50066,37,62374,-3,-37758,272,434635,213,383914,196,351339,17,32575,927.3499879,11.04091983,110.9459328,2.890371758,223.7565641,4.582575695,619.6087475,14.62873884,592.7394031,14.03566885,10.3913311,2.890371758,9.361343246,1.945910149,0,81.73126697,1.791759469,75.03332593,1.945910149,217.5109193,4.472135955,11.06666961,4.143134726,8.915835074,0.693147181,7.535830463,0.693147181,7.116394144,0.693147181,10.35281004,2.833213344
 E52-02F,T,F,SHAM,P, Colin,204931,152605,0,41458,0,8562,0,108703,0,0,0,75996,0,0,7623,294920,0,5202,0,115,57,0,53,0,4,0,0,56,1,0,0,0,38,0,0,4,178,0,9,511,891438,420,773984,13,12825,57,108703,70,121528,-44,-95878,350,652456,95,126016,91,117454,4,8562,944.1604736,11.7079082,113.2519316,2.63905733,329.7028966,7.615773106,354.9887322,9.797958971,342.7170845,9.591663047,9.055205875,1.609437912,0,0,0.693147181,87.31551981,1.609437912,72.13182377,2.302585093,329.7028966,7.549834435,12.2304335,4.753590191,0,0,0,0,0,0,9.055205875,1.609437912
 E52-03M,T,M,GDX,NA, Colin,210628,41562,9774,118093,1263,30317,0,36339,0,0,0,249265,0,0,416,181629,1176,19538,0,110,32,5,105,1,21,0,0,17,1,0,0,0,71,0,0,1,113,1,22,477,867244,297,491288,23,19954,18,36339,41,56293,5,-16385,255,433819,203,408712,181,377132,22,31580,931.2598993,10.93834324,141.2621676,3.17805383,190.6305327,4.358898944,639.3066557,14.28285686,614.1115534,13.49073756,10.36031095,3.135494216,0,0,0.693147181,20.42057786,0.693147181,139.7819731,3.135494216,190.6305327,4.242640687,12.25785357,4.709530201,7.070724107,0.693147181,9.187583385,1.791759469,7.142036575,0.693147181,10.31949687,3.091042453
 E53-01F,T,F,SHAM,E, Colin,298538,13847,21687,95088,1314,15011,0,43549,0,0,1282,218595,0,0,0,181368,0,9721,0,139,8,10,108,2,7,0,0,34,0,0,0,1,91,0,0,0,143,0,20,554,883675,345,548305,20,9721,34,43549,54,53270,-14,-33828,290,493753,218,351695,209,335370,9,16325,940.0404247,10.88314737,98.60020284,3.044522438,208.6863675,5.916079783,593.0396277,14.79864859,579.1122516,14.49137675,9.700514208,2.302585093,7.156956365,0.693147181,0,1,0,98.60020284,3.044522438,208.6863675,5.916079783,12.60665586,4.941642423,0,0,9.984514391,2.397895273,7.181591945,1.098612289,9.61660516,2.079441542
 E53-02F,T,F,SHAM,D, Colin,180402,79702,0,117294,0,37955,0,19202,0,0,0,169765,0,2846,24676,220980,0,47178,0,94,37,0,156,0,19,0,0,9,0,0,0,0,-999,0,5,7,152,0,64,680,862045,363,572140,71,71854,9,19202,80,91056,62,52652,283,481084,336,327860,312,287059,19,37955,928.4643235,11.41924096,268.0578296,4.276666119,138.5748895,3.16227766,572.5914774,18.35755975,535.7798055,17.69180601,10.54418287,2.995732274,0,0,0,157.0891467,2.079441542,217.2072743,4.17438727,138.5748895,3.16227766,12.10294852,4.553876892,0,0,0,0,0,0,10.54418287,2.995732274
 E8-03F,C,F,REP,NA, Colin,277429,91812,0,40657,0,6977,0,119589,0,0,3356,22951,0,0,30432,301350,0,5447,0,96,44,0,35,0,3,0,1,35,1,0,0,1,17,0,0,9,147,0,4,390,893023,338,829415,14,35879,36,119589,50,155468,-22,-83710,287,670591,55,70585,52,63608,3,6977,944.9994709,11.95420163,189.4201679,2.708050201,345.8178711,6.08276253,265.680259,7.483314774,252.2082473,7.280109889,8.850517622,1.386294361,8.118802997,0.693147181,0.693147181,174.4505661,2.302585093,73.81056835,1.609437912,345.8178711,6,12.53332393,4.574710979,0,0,0,0,0,0,8.850517622,1.386294361
 E8-05Fb,C,F,GDX,NA, Colin,279721,75974,680,84869,2033,1790,0,51427,2326,0,0,106775,0,0,25762,243128,0,25515,0,98,29,1,78,1,2,0,0,5,1,1,0,0,45,0,0,3,113,0,29,403,896177,279,703853,32,51277,7,53753,39,105030,25,-2476,240,598823,127,196147,124,192324,3,3823,946.666784,11.56201082,226.4464617,3.496507561,231.8490888,2.828427125,442.8859898,11.3137085,438.548743,11.18033989,8.249052274,1.386294361,0,0,0.693147181,160.5085667,1.386294361,159.7372843,3.401197382,226.7774239,2.449489743,12.54155153,4.59511985,0,0,6.523562306,0.693147181,7.617759577,0.693147181,7.490529402,1.098612289
 E8-07Mb,C,M,GDX,NA, Colin,105823,64402,2148,104052,130316,9307,1542,94370,0,0,0,119771,0,0,21238,165435,69354,12242,1,44,22,1,89,19,7,1,0,12,0,0,0,0,49,0,0,1,59,4,15,294,691023,159,534406,16,33480,13,95912,29,129392,3,-62432,126,335660,165,365594,139,225971,26,139623,831.2785333,11.77060956,182.9781408,2.833213344,309.6982402,3.741657387,604.6445237,12.88409873,475.3651228,11.83215957,11.84670837,3.295836866,0,0,0,145.7360628,0.693147181,110.6480908,2.772588722,307.1986328,3.605551275,11.56953262,3.80666249,11.14699352,1.609437912,7.672757897,0.693147181,11.77772522,2.995732274,9.138629524,2.079441542
 E9-09M,C,M,SHAM,NA, Colin,85535,68362,0,100659,9650,21312,0,129293,0,0,0,126639,0,0,0,227257,127986,3307,1,34,25,0,84,4,9,0,0,7,0,0,0,0,57,0,0,0,58,3,3,269,741052,131,641740,3,3307,7,129293,10,132600,-4,-125986,118,381154,154,258260,141,227298,13,30962,860.8443529,11.7950999,57.51521538,1.386294361,359.5747488,2.828427125,508.1938606,12.4498996,476.7588489,11.91637529,10.34054822,2.63905733,0,0,0,1,0,57.51521538,1.386294361,359.5747488,2.828427125,11.35669262,3.555348061,11.75968398,1.386294361,0,0,9.174816816,1.609437912,9.967072494,2.302585093
 E9-04M,C,M,REP,NA, Colin,217915,105797,0,101924,0,2389,0,30747,0,0,0,88993,0,0,8644,306159,9761,27671,1,88,42,0,98,0,2,0,1,6,0,0,0,0,55,0,0,1,96,3,26,414,887850,264,706694,28,36315,6,30747,34,67062,22,5568,227,629871,155,193306,153,190917,2,2389,942.2584571,11.11338776,190.5675733,3.36729583,175.3510764,2.645751311,439.6669194,12.489996,436.9416437,12.40967365,7.779048645,1.098612289,0,0,0,92.97849214,0.693147181,166.3490307,3.295836866,175.3510764,2.645751311,12.29186495,4.48863637,9.186252576,1.386294361,0,0,0,0,7.779048645,1.098612289
 E9-08F,C,F,SHAM,NA, Colin,317192,50642,0,19324,0,19158,0,83523,0,0,1126,10215,0,0,0,371240,0,27580,0,111,19,0,18,0,4,0,0,21,1,0,0,1,3,0,0,0,112,0,37,323,880842,302,851303,37,27580,22,83523,59,111103,15,-55943,242,739074,25,48697,21,29539,4,19158,938.5323649,11.61822198,166.0752841,3.63758616,289.0051903,4.795831523,220.6762334,5.099019514,171.8720454,4.69041576,9.860527858,1.609437912,7.027314514,0.693147181,0.693147181,1,0,166.0752841,3.63758616,289.0051903,4.69041576,12.6672657,4.718498871,0,0,0,0,0,0,9.860527858,1.609437912
 E9-09M,C,M,GDX,NA, Colin,161953,50567,0,152450,31098,41792,0,14531,0,0,0,84924,0,0,0,353662,0,9023,6,64,23,0,87,7,13,0,0,2,0,0,0,0,33,0,0,0,93,0,9,317,827110,197,589736,9,9023,2,14531,11,23554,7,-5508,186,566182,140,310264,120,237374,20,72890,909.4564311,10.06709339,94.9947367,2.302585093,120.5487453,1.732050808,557.0143625,11.87434209,487.2114531,11,11.19672045,3.044522438,0,0,0,1,0,94.9947367,2.302585093,120.5487453,1.732050808,11.99506762,4.17438727,0,0,0,0,10.34493094,2.079441542,10.64048414,2.63905733
