Subject,Treatment,Sex,Gonad,Scorer,SniffAnoDur,SniffHeadDur,DigDur,ActiveHDur,InactiveDur,GroomDur,AvoidDur,SubDur,DefenseDur,OpenAggDur,RitAggDur,ActiveVDur,ApproachDur,StereoDur,DomDur,SniffBodyDur,InactiveTogetherDur,FollowDur,StretchEv,SniffAnoEv,SniffHeadEv,DigEv,ActiveHEv,InactiveEv,GroomEv,AvoidEv,AttackDelEv,SubEv,AttackRecEv,DefenseEv,OpenAggEv,RitAggEv,ActiveVEv,ApproachEv,StereoEv,DomEv,SniffBodyEv,InactiveTogetherEv,FollowEv
 E14-09Fa,T,F,REP, Colin,287993,163725,0,114185,0,191449,0,239988,0,0,3144,154105,0,0,42773,398654,191487,12497,0,99,46,0,122,0,31,0,0,15,0,0,0,1,56,0,0,14,143,16,11
 E14-10Fa,T,F,GDX, Colin,113007,96908,0,165473,2205,577020,1542,44925,0,0,4151,111517,0,0,256172,376000,50565,515,0,45,31,0,113,1,53,1,0,4,0,0,0,2,37,0,0,25,118,9,1
 E14-12M,T,M,GDX, Colin,83496,253257,0,156395,59457,389645,14154,182875,5397,59153,110980,108216,0,0,32146,249498,93897,1434,0,40,49,0,104,14,39,9,4,38,65,2,7,22,36,0,0,6,89,10,2
 E15-01M,C,F,SHAM, Colin,26150,66989,4740,332346,37738,716160,0,39470,0,0,0,498095,0,0,0,70092,807,7413,0,14,33,1,213,15,120,0,0,18,0,0,0,0,116,0,0,0,49,1,6
 E15-02F,C,F,GDX, Colin,91071,81096,0,99935,119089,521230,0,231314,0,0,0,60889,0,0,294740,152736,143937,3963,0,39,26,0,75,14,50,0,0,10,0,0,0,0,22,0,0,9,57,13,3
 E15-07M,C,M,SHAM, Colin,103716,186305,11467,200287,1293,517143,0,0,0,0,39763,322707,0,0,212426,201587,0,3306,0,44,70,5,167,1,78,0,47,0,0,0,0,15,91,0,0,42,116,0,3
 E16-05F,T,F,GDX, Colin,60600,81737,0,345386,0,386568,0,23375,1398,0,1320,466681,0,12,150295,258165,21983,2480,0,44,31,0,270,0,90,0,0,9,0,1,0,1,150,0,1,39,140,5,3
 E16-07M,T,M,GDX, Colin,134008,410531,0,200598,4765,196358,0,102480,0,0,0,359767,0,0,22866,354376,9992,3833,0,53,100,0,176,3,54,0,0,12,0,0,0,0,96,0,0,4,148,2,5
 E16-11F,T,F,REP, Colin,189936,133761,0,195140,0,131344,0,293506,0,0,0,149311,0,0,62152,420838,221966,2046,0,78,48,0,156,0,26,0,0,34,0,0,0,0,60,0,0,19,152,17,3
 E16-12F,T,F,GDX, Colin,278092,120338,2541,173360,0,418044,0,35364,1226,0,0,125233,0,0,159418,422515,53664,10205,0,96,49,1,143,0,50,0,0,7,1,1,0,0,60,0,0,14,164,6,12
 E16-15M,T,M,REP, Colin,17952,76239,0,278739,109202,697782,0,0,2712,34060,291906,191149,0,0,0,84896,0,15363,0,7,34,0,168,35,83,0,111,0,1,1,17,63,60,0,0,0,52,0,6
 E17-01F,T,F,REP, Colin,176116,330806,0,149951,502,407309,0,14697,0,0,0,128107,0,0,36396,471516,84600,0,0,73,96,0,150,1,48,0,0,8,0,0,0,0,45,0,0,11,169,10,0
 E17-02M,T,M,GDX, Colin,92845,232484,0,184170,0,224942,0,172058,0,0,1875,217699,0,0,204351,355221,114355,0,0,44,68,0,162,0,61,0,0,16,1,0,0,1,63,0,0,21,140,4,0
 E17-04M,T,M,SHAM, Colin,89440,284295,1680,217715,0,231724,0,65126,0,0,0,241605,0,0,192331,400432,74704,948,0,41,74,1,168,0,47,0,0,9,0,0,0,0,83,0,0,25,142,7,1
 E17-05F,T,F,SHAM, Colin,168405,431883,0,211732,0,89825,0,30376,0,0,0,314339,0,1071,32605,462520,57244,0,0,74,123,0,206,0,21,0,0,5,0,0,0,0,79,0,1,12,203,10,0
 E17-08F,T,F,REP, Colin,74690,283504,0,187849,19372,313360,0,23947,0,4211,14866,269024,0,0,175761,347117,85467,480,0,43,89,0,168,3,77,0,15,3,0,0,2,5,77,0,0,32,141,8,1
 E18-03F,T,F,REP, Colin,109112,285544,0,222692,8867,295114,0,48938,0,0,0,235771,0,0,97345,366670,125811,4136,0,55,94,0,174,4,79,0,0,5,0,0,0,0,74,0,0,9,140,10,4
 E18-05F,T,F,SHAM, Colin,124487,273804,0,250394,962,223599,0,31404,0,0,0,394899,0,0,31429,462934,1218,4870,0,65,98,0,227,1,76,0,0,11,0,0,0,0,142,0,0,9,203,1,6
 E18-06F,T,F,GDX, Colin,136327,94278,5784,224790,26936,289735,0,201087,970,0,0,146525,0,0,82780,322154,267998,636,0,57,42,1,149,11,67,0,0,27,0,1,0,0,55,0,0,5,106,21,1
 E18-08M,T,M,GDX, Colin,102924,137193,0,184380,3420,90461,912,215473,2031,0,0,241118,0,0,53590,359753,408745,0,1,50,46,0,159,1,29,1,0,17,0,3,0,0,87,0,0,4,103,23,0
 E18-09M,T,M,SHAM, Colin,28682,267535,5755,281412,101571,326074,27247,62771,8508,83927,96115,149099,0,0,44631,221534,90021,5118,0,17,83,4,175,25,64,10,18,3,3,5,16,37,59,0,0,4,85,4,2
 E20-02F,T,F,REP, Colin,99708,153660,0,106236,3336,275391,1502,118755,0,0,0,69938,0,2520,37676,237686,687982,5610,1,45,32,0,87,1,63,1,0,8,0,0,0,0,26,0,1,7,79,36,5
 E20-03F,T,F,GDX, Colin,17096,65349,0,15726,17291,488926,949,15528,0,0,0,4044,0,0,568609,115884,490598,0,0,12,16,0,16,2,42,1,0,4,0,0,0,0,2,0,0,23,33,29,0
 E20-04F,T,F,SHAM, Colin,247440,178374,0,149601,54161,185883,0,133322,0,0,0,116180,0,15,67227,430654,213242,3711,0,103,59,0,142,10,54,0,0,15,0,0,0,0,45,0,1,9,149,21,5
 E20-07F,T,F,REP, Colin,215448,190473,0,75851,5008,217001,0,319351,0,0,0,60061,0,0,30026,331940,351788,3053,0,73,39,0,77,5,29,0,0,27,0,0,0,0,24,0,0,5,121,45,5
 E20-09F,T,F,REP, Colin,262325,113634,0,135208,1044,260650,0,31125,0,0,0,106838,0,0,107040,425228,348032,8876,0,98,40,0,99,1,47,0,0,7,0,0,0,0,34,0,0,20,154,37,14
 E2-02,C,F,GDX, Colin,0,79646,5220,76542,478212,474183,49525,11556,230320,177754,172444,10104,0,0,5010,29484,0,0,0,0,20,1,41,34,45,15,0,3,136,25,26,35,4,0,0,2,8,0,0
 E2-03,C,F,SHAM, Colin,83642,221218,0,199347,854,186028,0,210593,0,0,1371,106925,0,0,145340,618026,25947,709,0,58,72,0,161,1,42,0,0,30,0,0,0,2,72,0,0,20,184,2,1
 E2-04,C,M,GDX, Colin,148569,189750,0,131408,80086,298719,0,164511,0,0,0,84263,720,0,213335,394656,86240,7743,0,50,56,0,93,6,39,0,0,22,0,0,0,0,40,1,0,17,98,8,7
 E2-05,C,F,REP, Colin,49210,37439,0,57588,119504,124292,0,84567,0,0,0,50750,0,0,48685,94150,1133815,0,0,16,9,0,34,14,23,0,0,7,0,0,0,0,17,0,0,3,25,10,0
 E2-06,C,M,GDX, Colin,73595,172351,0,339660,16529,63658,0,307541,0,0,0,374671,0,0,88235,360231,2166,1363,0,46,65,0,215,3,19,0,0,38,0,0,0,0,124,0,0,13,154,1,1
 E2-08,C,M,SHAM, Colin,80799,260337,7626,267200,3216,168012,0,74212,0,0,81194,209183,0,0,153870,416031,75953,1415,0,40,87,1,169,2,37,0,46,7,2,0,0,15,80,0,0,26,160,2,1
 E21-02F,C,F,SHAM, Colin,145331,243622,0,171391,0,164421,2771,22129,0,0,1355,293334,0,0,283951,321138,138346,12211,0,66,80,0,165,0,31,2,0,6,0,0,0,1,72,0,0,62,147,19,11
 E21-03M,C,M,GDX, Colin,140182,211679,0,125484,0,136989,0,9858,0,0,0,163939,0,0,272190,192885,546302,492,0,51,48,0,116,0,34,0,0,1,0,0,0,0,43,0,0,34,84,37,1
 E21-05F,C,F,GDX, Colin,151314,193166,0,181854,152399,223757,0,237239,0,0,0,209273,0,0,68439,338472,40609,3478,0,59,81,0,155,39,33,0,0,29,0,0,0,0,53,0,0,14,146,10,4
 E21-07M,C,M,SHAM, Colin,81358,182179,0,227630,2319,332854,0,8759,0,13903,61534,340534,0,0,88872,207901,249139,3018,0,37,72,0,202,1,52,0,30,2,0,0,6,13,120,0,0,30,107,38,2
 E21-08F,C,F,REP, Colin,93467,246210,2933,162274,74600,173012,0,138705,0,0,3600,287816,0,0,136455,352138,125422,3368,0,51,78,2,145,16,56,0,0,17,4,0,0,1,85,0,0,35,132,29,6
 E21-09M,C,M,REP, Colin,102170,292149,1560,223446,4004,158550,0,37202,0,6714,72186,314658,0,0,35568,340195,205438,6160,0,44,75,1,179,3,32,0,24,9,0,0,4,19,94,0,0,9,133,24,4
 E22-02F,T,F,REP, Colin,199683,169969,0,92805,672,139084,0,271133,575,0,0,75638,0,0,70571,552833,224380,2657,0,99,47,0,101,1,39,0,0,35,0,1,0,0,19,0,0,12,187,50,6
 E22-03M,T,M,REP, Colin,244894,229080,0,135719,11224,296498,1890,168744,0,2954,23286,121622,0,0,7012,419396,128630,9051,0,103,61,0,136,7,77,1,1,15,1,0,2,6,48,0,0,4,160,24,9
E22-06M,T,M,GDX, Colin,316782,115525,0,229784,21269,234187,0,28783,0,0,0,340553,0,0,8699,368887,125926,9605,2,117,52,0,227,9,80,0,0,12,0,0,0,0,109,0,0,6,169,25,10
 E22-07M,T,M,SHAM, Colin,139533,158717,0,166725,0,193220,0,9938,0,934,1368,269054,0,0,133628,339536,380392,6955,0,65,53,0,174,0,30,0,12,4,1,0,1,1,86,0,0,42,161,45,6
E22-13F,T,F,SHAM, Colin,80439,134843,0,180300,14271,337298,0,88799,0,0,0,29841,0,0,9660,342437,580394,1718,0,55,47,0,134,5,59,0,0,19,0,0,0,0,13,0,0,2,123,57,2
 E23-03M,T,M,SHAM, Colin,106936,216223,0,222140,0,208167,0,0,0,0,0,328114,0,0,378781,312191,22676,4772,0,53,92,0,213,0,53,0,1,0,0,0,0,0,107,0,0,64,166,4,6
 E23-04M,T,M,GDX, Colin,94258,221804,0,244077,201885,116634,0,57805,0,0,0,80398,0,0,168140,304742,302910,7347,0,41,65,0,156,48,41,0,0,24,0,0,0,0,28,0,0,16,127,46,5
 E23-05F,T,F,GDX, Colin,364422,108077,0,212702,3247,164445,0,227185,0,0,0,195691,0,0,87634,363790,71254,1553,0,137,48,0,204,2,36,0,0,21,0,0,0,0,74,0,0,8,193,15,3
 E23-07M,T,M,REP, Colin,98367,138586,0,305762,0,90312,0,35314,0,0,57888,430730,0,0,237789,283879,114774,6599,0,43,67,0,238,0,30,0,26,4,0,0,0,11,150,0,0,24,142,14,1
 E24-06M,T,M,SHAM, Colin,142915,459896,1608,134523,1673,228999,0,17847,0,2289,103112,177056,0,0,87444,405385,28527,8726,1,38,87,1,100,1,44,0,48,2,0,0,1,15,50,0,0,18,105,12,6
 E24-07M,T,M,GDX, Colin,170954,246562,5568,142125,2094,309782,0,41873,648,0,3407,187694,0,0,0,499393,188036,1864,0,63,58,1,134,1,57,0,0,8,1,1,0,2,62,0,0,0,156,21,3
 E24-10F,T,F,SHAM, Colin,47313,244200,0,61742,8629,416583,0,171618,0,0,0,62615,0,0,60271,280260,439010,7759,0,21,53,0,58,4,45,0,0,17,0,0,0,0,15,0,0,8,82,52,4
 E24-13M,T,M,REP, Colin,42873,263004,0,190157,761,402526,0,9909,0,0,0,565550,0,0,15554,186087,123579,0,0,22,81,0,164,1,56,0,0,3,1,0,0,0,128,0,0,7,88,22,0
 E24-14F,T,F,GDX, Colin,69409,65168,0,66657,3273,232083,0,355258,1174,0,1440,50598,0,0,272293,142933,528894,10820,0,33,29,0,55,2,38,0,0,19,0,1,0,1,13,0,0,18,74,20,6
 E24-15M,T,M,REP, Colin,26186,251701,0,138853,17373,346340,0,31700,0,30853,97208,406050,0,0,13641,226740,200275,13080,0,16,60,0,121,6,61,0,46,6,1,0,8,20,104,0,0,5,88,21,4
 E26-05M,C,M,GDX, Colin,81001,167740,0,116638,34736,411919,2478,88801,0,0,12406,132550,0,0,27134,203107,521490,0,0,30,39,0,102,7,46,2,0,15,1,0,0,2,53,0,0,3,72,50,0
 E26-07M,C,M,REP, Colin,122646,135234,4903,146988,9710,437568,0,67711,0,0,0,288908,0,0,196252,215170,174910,0,0,45,44,5,143,2,52,0,1,4,0,0,0,0,88,0,0,22,96,17,0
 E27-02M,C,M,SHAM, Colin,61790,277486,1489,181324,0,142448,711,0,0,9209,121202,261507,2316,389243,22609,247601,42128,38937,1,25,74,1,156,0,42,1,30,0,1,0,5,29,88,1,43,9,126,10,13
 E27-04M,C,M,REP, Colin,46907,209661,0,204358,10768,401129,0,0,0,6307,0,499808,0,41198,84803,217364,77697,0,0,18,56,0,198,1,66,0,2,0,0,0,2,0,136,0,8,23,88,14,0
 E27-06M,C,M,GDX, Colin,209306,253501,0,198651,8117,196180,0,60919,0,0,0,276228,0,1209,61292,431262,96968,6367,0,87,82,0,194,5,59,0,0,13,1,0,0,0,91,0,1,13,185,18,6
 E27-08F,C,F,GDX, Colin,164263,202932,0,132113,11810,322329,0,30542,0,0,0,235631,0,0,76943,396824,220530,6083,0,64,65,0,132,6,69,0,0,7,0,0,0,0,65,0,0,13,133,20,9
 E27-09M,C,M,SHAM, Colin,137468,123677,0,211101,2462,208122,0,1409,0,0,0,221076,0,0,266268,434853,179196,14368,0,59,63,0,162,2,76,0,10,1,0,0,0,0,70,0,0,42,151,32,11
 E28-02F,C,F,GDX, anthony,16715,273643,0,294405,56487,355387,0,168675,0,0,0,113857,0,0,131964,387251,0,0,0,6,24,0,63,6,14,0,0,12,0,0,0,0,27,0,0,11,52,0,0
 E28-04F,C,F,REP, anthony,56371,260409,0,329356,54932,146418,0,152957,0,0,0,50423,0,0,28367,719230,0,0,0,28,63,0,127,10,20,0,0,20,0,0,0,0,20,0,0,4,143,0,0
 E28-01F,C,F,SHAM, Colin,132024,302787,780,70645,0,77914,0,178271,0,0,1050,29441,0,0,461189,453842,89261,2796,0,77,86,1,72,0,19,0,0,14,0,0,0,1,19,0,0,56,174,21,4
 E28-03F,C,F,REP, Colin,223880,82015,8398,70968,0,209832,0,446965,0,0,1560,47562,965,0,119363,343515,239747,5230,0,83,34,2,75,0,24,0,0,51,0,0,0,1,16,1,0,18,136,37,8
 E28-05M,C,M,SHAM, Colin,108220,119633,8184,193246,0,346469,0,12043,0,0,5290,509117,708,0,199970,283383,3432,10305,0,60,67,8,234,0,68,0,15,3,0,0,0,2,154,1,0,54,175,1,11
 E28-06M,C,M,REP, Colin,63995,98801,4044,103351,136824,549155,0,20277,0,0,0,44915,0,0,264738,105395,403215,5290,1,33,40,2,87,17,68,0,0,10,0,0,0,0,16,0,0,26,58,28,3
 E29-02F,C,F,GDX, anthony,36109,78727,17291,483276,251223,195292,0,64490,0,0,0,199238,0,0,171510,300223,1994,0,0,17,20,5,135,23,27,0,0,19,0,0,0,0,55,0,0,20,68,1,0
 E29-03F,C,F,GDX, Anthony,24089,162816,0,323798,345849,124421,0,94797,0,0,0,57518,0,0,302552,362222,0,0,0,10,28,0,88,31,26,0,0,11,0,0,0,0,22,0,0,23,68,0,0
 E29-04F,C,F,GDX, anthony,61546,255488,0,566648,17288,62315,0,56704,0,0,0,113971,0,0,216460,441920,6972,0,0,24,36,0,124,7,10,0,0,11,0,0,0,0,26,0,0,14,87,1,0
 E29-01F,C,F,SHAM, Colin,179230,234298,0,138143,0,250204,0,115192,0,0,1657,263375,0,0,40257,362475,197422,17747,0,72,72,0,149,0,42,0,0,17,0,0,0,1,87,0,0,6,157,21,18
 E29-05M,C,M,SHAM, Colin,1969,121527,0,254586,226632,483810,0,0,30009,170699,266044,110614,0,0,5434,119406,8401,869,2,2,55,0,173,87,74,0,250,0,0,10,45,74,49,0,0,1,67,3,1
 E29-06M,C,M,GDX, Colin,155748,145677,0,130764,26761,260569,0,144880,0,0,0,82012,0,0,204876,359313,284362,5038,0,87,56,0,138,13,52,0,1,28,0,0,0,0,34,0,0,33,173,51,6
 E30-01M,C,M,REP, Colin,115099,157121,6078,257918,25760,143799,0,26282,0,0,0,309171,0,1688,147542,417264,187365,4913,0,57,60,2,200,10,55,0,1,6,0,0,0,0,98,0,1,33,121,25,5
 E30-02M,C,M,REP, Colin,116487,196365,4524,195710,17679,203099,0,74125,0,0,1717,241299,0,0,268505,329290,148300,2900,0,67,70,2,205,9,81,0,0,13,0,0,0,1,83,0,0,40,131,43,3
 E30-03M,C,M,SHAM, Colin,197679,245904,3311,180446,0,93559,0,95323,0,0,0,261092,0,0,109174,518984,78891,15637,0,118,94,3,205,0,46,0,1,20,0,0,0,0,109,0,0,35,255,19,15
 E30-04M,C,M,SHAM, Colin,96806,211284,2150,138880,23576,390412,0,69534,0,2928,74854,80440,0,886,112396,354866,204881,36107,1,57,55,1,114,12,64,0,98,8,0,0,1,11,30,0,1,18,118,20,16
 E30-05M,C,M,REP, Colin,126050,146637,13847,200737,6030,316578,0,79407,0,0,0,292960,0,0,302364,268628,42630,4132,1,71,56,3,223,1,89,0,0,13,0,0,0,0,108,0,0,43,134,13,3
 E30-06F,C,F,SHAM, Colin,79967,206959,0,180589,0,351580,0,26941,0,0,0,186358,0,0,167072,367778,228851,3905,0,57,79,0,190,0,89,0,0,11,0,0,0,0,71,0,0,36,146,54,3
 E30-07M,C,M,REP, Colin,195359,176022,0,108883,41070,110072,0,166858,0,0,14464,51562,0,721,143799,496023,282446,12721,0,84,54,0,103,6,29,0,18,31,0,0,0,3,18,0,1,30,147,52,11
 E3-01,T,M,GDX, Colin,61688,98496,0,190646,1224,357971,0,310815,0,0,0,222055,0,0,70573,317023,169509,0,0,28,19,0,124,1,40,0,0,21,0,0,0,0,59,0,0,15,82,12,0
 E3-02,T,M,REP, Colin,111959,245003,14534,295276,0,318688,0,21881,0,0,21726,410001,0,0,81912,270245,1727,2547,0,45,105,7,237,0,77,0,16,4,1,0,0,6,118,0,0,32,128,2,1
 E3-03,T,M,SHAM, Colin,238846,25850,0,16719,23180,197243,0,167724,0,0,0,1670,0,0,7826,317503,802646,0,0,25,3,0,11,1,13,0,0,14,0,0,0,0,1,0,0,1,38,35,0
 E3-05,T,M,GDX, Colin,18000,448525,0,345991,6160,314306,0,12436,944,6063,35302,246101,0,967,53863,307768,0,3574,0,14,141,0,227,3,65,0,3,3,0,2,1,7,121,0,1,18,132,0,2
 E3-07,T,M,SHAM, Colin,195198,143146,0,389392,0,87531,0,14612,0,0,20455,298669,0,507,78295,570541,0,1654,0,86,56,0,290,0,18,0,27,5,1,0,0,4,137,0,1,18,231,0,3
 E3-08,T,F,GDX, Colin,152155,238827,0,124451,2315,170909,0,71573,0,0,33226,210126,0,0,116397,657174,17823,5024,0,79,66,0,141,2,20,0,0,11,0,0,0,1,84,0,0,21,168,6,8
 E31-03F,C,F,SHAM, anthony,115797,106724,0,381622,129368,33715,0,118065,0,0,0,80291,0,0,237586,488543,107484,0,0,25,19,0,74,10,6,0,0,11,0,0,0,0,16,0,0,24,64,1,0
 E31-02F,C,F,GDX, anthony,106180,212785,0,356756,86651,245561,0,88179,0,0,0,112881,0,0,279389,273527,37541,0,0,23,25,0,89,6,21,0,0,7,0,0,0,0,28,0,0,22,45,3,0
 E31-03F,C,F,SHAM, Colin,206871,197959,0,134968,0,34138,69,268447,0,0,601,44096,0,0,135160,580281,178797,18613,0,128,99,0,160,0,21,1,0,41,0,0,0,1,24,0,0,29,272,42,21
 E31-04M,C,M,GDX, Colin,210483,175466,0,97253,41758,352116,0,153899,0,0,17926,51160,0,0,251882,258756,171435,17866,0,68,51,0,91,10,58,0,23,13,0,0,0,1,18,0,0,30,100,28,13
 E31-06M,C,M,REP, Colin,76209,154619,0,82929,4225,247059,0,179794,0,0,0,55441,0,1061,532884,271017,181096,13374,0,37,52,0,92,2,55,0,1,14,0,0,0,0,23,0,1,55,119,22,9
 E32-01M,C,M,GDX, Colin,52206,227656,48254,156584,5411,275392,0,75643,0,949,13904,132031,840,0,401373,248495,151835,3865,0,26,62,3,126,3,63,0,9,10,0,0,1,5,49,1,0,47,100,20,3
 E32-02M,C,M,GDX, Colin,91128,135518,0,128964,1464,383954,0,161908,0,0,0,207700,0,1634,0,206103,479131,2496,0,34,30,0,128,1,69,0,0,21,0,0,0,0,60,0,1,0,85,48,2
 E32-04F,C,F,GDX, Colin,61106,205235,0,73324,840,305536,0,391005,0,0,0,25472,0,0,135314,387585,211863,2720,0,37,87,0,88,1,37,0,0,10,0,0,0,0,9,0,0,30,146,11,3
 E32-05F,C,F,GDX, Colin,226953,176554,0,174762,0,200293,0,329328,0,0,0,99748,0,0,58618,485937,29443,18364,0,134,85,0,176,0,56,0,0,57,0,0,0,0,48,0,0,20,230,9,23
 E32-06F,C,F,SHAM, Colin,128529,151745,0,189152,0,287319,2318,60203,0,0,0,315102,0,512,100411,502430,50374,11905,0,79,81,0,201,0,51,2,0,14,0,0,0,0,85,0,1,16,200,16,14
 E33-01F,C,F,SHAM, Colin,30054,316369,0,165646,0,165623,0,66984,0,0,0,122272,0,0,316284,362998,251981,1789,0,26,86,0,144,0,47,0,0,9,0,0,0,0,49,0,0,31,125,40,2
 E33-02F,C,F,SHAM, Colin,166375,101179,0,246102,1540,313019,0,136785,0,0,0,187040,0,1758,183472,320753,116829,25148,0,94,56,0,219,2,80,0,0,12,0,0,0,0,79,0,1,47,173,24,29
 E33-04M,C,M,SHAM, Colin,191802,198225,0,160215,4637,82177,0,58609,0,0,0,132125,0,0,330805,524090,110498,6817,0,98,83,0,183,4,38,0,3,10,0,0,0,0,56,0,0,76,211,20,6
 E33-05M,C,M,GDX, Colin,189559,281064,0,128023,0,43934,0,220595,0,0,0,49768,0,0,151777,591406,138244,5630,0,125,106,0,149,0,17,0,0,23,0,0,0,0,29,0,0,36,242,20,9
 E33-06M,C,M,SHAM, Colin,234568,269225,778,160649,0,50467,0,12678,0,0,0,241599,0,694,247873,544649,20925,15895,0,126,109,1,204,0,23,0,0,2,0,0,0,0,85,0,1,40,247,9,14
 E34-03F,C,F,REP, Anthony,77895,35715,0,432642,37514,232175,0,96202,0,0,0,661870,0,0,7121,216509,0,0,0,15,6,0,113,5,17,0,0,9,0,0,0,0,70,0,0,2,45,0,0
 E34-01F,C,F,REP, Colin,146922,177804,0,150626,998,213649,0,156414,0,0,4461,125572,0,0,111364,609817,100957,1416,0,94,87,0,176,1,45,0,0,24,0,0,0,2,44,0,0,39,236,20,3
 E34-02F,C,F,SHAM, Colin,183611,340222,504,166255,1116,243052,0,16561,0,0,0,77101,0,0,182791,455591,107608,25588,0,96,96,1,161,1,43,0,0,10,0,0,0,0,31,0,0,29,201,16,20
 E34-04F,C,F,GDX, Colin,199493,178911,0,156166,1902,130744,0,10521,0,0,0,146947,0,0,330150,543365,81158,20643,0,111,91,0,174,1,63,0,0,3,0,0,0,0,64,0,0,84,230,26,14
 E34-05M,C,M,REP, Colin,214809,188221,1252,161341,33622,91240,0,74905,0,0,23995,108091,0,0,310523,427418,150230,14353,0,139,63,1,156,12,28,0,17,20,0,0,0,4,39,0,0,52,199,25,17
 E34-07M,C,M,REP, Colin,76159,215161,0,106256,27851,213923,0,220320,0,1356,31516,46447,0,0,309028,267419,280312,4252,1,41,65,0,98,10,45,0,21,22,0,0,1,8,23,0,0,50,120,48,5
 E35-02F,C,F,GDX, Anthony,33730,444883,1599,306436,43118,156874,0,74203,0,0,0,305904,0,0,242098,189843,0,0,0,12,47,1,94,3,28,0,0,10,0,0,0,0,45,0,0,23,41,0,0
 E35-01F,C,F,GDX, Colin,179356,75064,0,178484,0,415975,0,140171,0,0,444,154196,0,971,6294,425351,216663,7031,0,73,52,0,217,0,104,0,0,18,0,0,0,1,79,0,1,6,196,25,7
 E35-05M,C,M,REP, Colin,113474,261655,0,213475,52376,445846,0,900,0,54299,141438,144498,0,0,143582,127706,92039,8712,2,39,70,0,181,10,82,0,144,1,0,0,11,24,69,0,0,22,69,24,10
 E35-06M,C,M,GDX, Colin,209695,108048,0,156816,13691,123543,0,248806,717,0,0,75634,0,0,279723,291685,276678,14964,0,100,54,0,168,6,56,0,0,40,1,1,0,0,33,0,0,42,153,49,16
 E36-01F,T,F,GDX, anthony,4881,252874,17175,409405,50917,313106,0,8100,0,0,0,274617,0,0,255035,211656,0,0,0,2,38,1,98,6,25,0,0,4,0,0,0,0,41,0,0,22,36,0,0
 E36-03F,T,F,GDX, anthony,133561,238551,0,367132,21752,147601,0,57787,0,0,0,189653,0,1720,155949,484803,0,0,0,37,27,0,102,2,13,0,0,11,0,0,0,0,46,0,1,16,66,0,0
 E36-02F,T,F,SHAM, Colin,47820,505403,577,136548,865,104424,0,17963,0,0,1525,227618,0,0,406934,331812,13847,4664,0,43,150,1,154,1,40,0,1,7,0,0,0,1,67,0,0,66,198,8,7
 E36-03F,T,F,GDX, Colin,273361,244865,0,236514,0,62087,0,78615,0,0,0,150105,2002,0,169280,523090,33145,26936,0,175,98,0,262,0,48,0,0,28,0,0,0,0,72,1,0,68,297,10,27
 E36-06M,T,M,REP, Colin,149873,225289,0,87211,1525,121470,0,134589,0,0,742,56903,0,0,368751,386450,236682,30515,0,75,80,0,98,2,39,0,2,6,0,0,0,1,26,0,0,63,178,26,25
 E38-01F,T,F,REP, Colin,95110,189563,0,95886,0,495078,0,72568,0,0,0,175024,1187,0,266085,320099,80052,9348,0,53,76,0,112,0,54,0,0,4,0,0,0,0,45,1,0,45,146,22,9
 E38-02F,T,F,GDX, Colin,73487,81037,1632,173710,22746,636075,0,108724,0,0,38,151691,0,0,352331,135175,59764,3590,0,49,48,1,141,2,69,0,0,13,0,0,0,1,50,0,0,28,87,11,3
 E38-03F,T,F,SHAM, Colin,100309,310199,0,153059,435,319540,0,22680,0,0,0,230510,0,0,303665,279326,68274,12003,0,74,119,0,167,1,45,0,0,7,0,0,0,0,79,0,0,77,164,10,18
 E38-04F,T,F,GDX, Colin,71599,250893,0,193402,2996,86970,0,78602,0,0,4331,152763,0,0,660119,236649,54817,6859,0,49,112,0,162,2,32,0,0,13,0,0,0,3,53,0,0,94,155,20,10
 E38-05M,T,M,GDX, Colin,52976,80081,0,191174,10681,460803,0,62511,0,0,0,276959,0,0,117916,159537,382646,4716,0,39,34,0,166,6,56,0,0,12,0,0,0,0,69,0,0,11,88,22,3
 E38-06M,T,M,SHAM, Colin,153946,200391,1452,215574,10260,312645,0,9420,2097,2559,69089,223241,0,0,162217,364057,66873,6179,1,77,72,1,192,6,69,0,64,2,0,2,2,15,101,0,0,41,158,7,9
 E39-01F,T,F,REP, Colin,192334,332691,0,153519,5729,135748,0,123263,0,0,0,42470,0,0,178967,418230,212620,4429,0,112,111,0,156,4,48,0,0,32,0,0,0,0,23,0,0,23,195,39,9
 E39-02F,T,F,GDX, Colin,92623,268160,5413,226133,0,251547,0,21484,0,0,0,147594,0,2521,270904,435043,77957,621,0,59,94,3,216,0,51,0,0,10,0,0,0,0,57,0,1,37,188,18,1
 E39-03F,T,F,GDX, Colin,128962,244999,0,120272,0,133536,0,467660,0,0,612,43363,0,0,202525,338202,119027,842,0,81,83,0,136,0,24,0,1,66,0,0,0,1,22,0,0,43,189,21,1
 E39-04F,T,F,GDX, Colin,154674,250514,0,186326,7013,160185,0,91909,0,0,2450,194541,0,0,84347,414599,249830,3612,0,93,102,0,203,6,49,0,0,13,0,0,0,1,80,0,0,30,192,33,5
 E39-05M,T,M,SHAM, Colin,44116,330988,0,260828,4004,396901,0,1019,0,4883,122960,334428,0,0,66699,223196,4520,5458,1,29,162,0,293,4,117,0,102,1,0,0,3,37,172,0,0,31,150,3,6
